Ссылка,Название,Цена,Инструкция по применению,Состав,упаковка,Описание
https://smorodinacosmetic.com/catalog/body/selective-oils/massazhnaya-svecha-novaya-zelandiya-s-uspokaivayushchimi-notami-lavandy-i-neroli-200-ml/,Массажная свеча «Новая Зеландия» для сладкого сна 50ml,690,"применение Зажгите свечу, подождите 5-10 минут, вылейте небольшое количество масла на ладонь и приступите к массажу. Температура расплавленного масла не опасна для кожи. Погасите хлопковый фитиль. При наливании растопленного масла рекомендуем плотно прижать баночку к ладони, чтобы оно не разлилось и не оставило следов на внешней стенке баночки. Массажную свечу можно использовать в качестве бальзама для ухода за кожей губ, рук и ног. Для этого не нужно зажигать свечу. От тепла рук твердое масло подтаивает и его удобно наносить пальцами. Баночку в формате 40г удобно носить с собой, чтобы воспользоваться как бальзамом при любой необходимости. Противопоказания: индивидуальная непереносимость компонентов в составе. Условия хранения: вдали от прямых солнечных лучей при температуре от +5°С до +25°С.","активные ингредиенты Полный состав Соевый воск, воск кокоса, масло ши нерафинированное, масло сладкого миндаля, масло макадамии, эфирные масла лаванда, нероли, розового дерева, пальмарозы.","упаковка алюминий ALU 41 этикетка РР 05 Как подготовить алюминиевую тару к сдаче на переработку мал.банка Алюминиевая упаковка соответствует принципам устойчивого развития Reuse & Recycle: ее можно сдать на переработку, а также использовать повторно! Например, она может стать баночкой под украшения. Начни путь осознанного потребления со SMORODINA!","описание продукта Аромат: для сладкого сна. Ноты: лаванда, нероли, пальмароза. Снимает стресс после активного дня и нормализует сон. Жители Новой Зеландии считаются рекордсменами по средней продолжительности и качеству сна. Давайте брать пример. Аромат помогает справиться с беспокойством перед сном, расслабиться, восстановить душевную гармонию.  Идеально подходит для ситуаций, когда нервная система перевозбуждена и мысли или эмоции мешают погрузиться в сладкий сон. Все ароматы серии Aromatherapy созданы нами с любовью,из эфирных масел высокого качества и имеют ароматерапевтический эффект. Они дарят совершенно новые ощущения, помогают насладиться глубиной и атмосферой массажа. Выбирайте аромат по настроению! С помощью свечей массаж станет приятным ритуалом для вас и ваших близких! Время горения - до 15 часов. Срок годности: 24 месяца Срок годности после вскрытия: 12 месяцев"
https://smorodinacosmetic.com/catalog/body/selective-oils/massazhnaya-svecha-gruziya-s-terpkimi-notami-bergamota-i-pachuli-50ml/,Массажная свеча «Грузия» афродизиак для него 50ml,690,"применение Зажгите свечу, подождите 5-10 минут, вылейте небольшое количество масла на ладонь и приступите к массажу. Температура расплавленного масла не опасна для кожи. Погасите хлопковый фитиль. При наливании растопленного масла рекомендуем плотно прижать баночку к ладони, чтобы оно не разлилось и не оставило следов на внешней стенке баночки. Массажную свечу можно использовать в качестве бальзама для ухода за кожей губ, рук и ног. Для этого не нужно зажигать свечу. От тепла рук твердое масло подтаивает и его удобно наносить пальцами. Баночку в формате 40г удобно носить с собой, чтобы воспользоваться как бальзамом при любой необходимости. Противопоказания: индивидуальная непереносимость компонентов в составе. Условия хранения: вдали от прямых солнечных лучей при температуре от +5°С до +25°С.","активные ингредиенты Полный состав Соевый воск, воск кокоса, масло ши нерафинированное, масло сладкого миндаля, масло макадамии, эфирные масла бергамота, горького апельсина, имбиря, пачули, иланг-иланга.","упаковка алюминий ALU 41 этикетка РР 05 Как подготовить алюминиевую тару к сдаче на переработку мал.банка Алюминиевая упаковка соответствует принципам устойчивого развития Reuse & Recycle: ее можно сдать на переработку, а также использовать повторно! Например, она может стать баночкой под украшения. Начни путь осознанного потребления со SMORODINA!","описание продукта Аромат: Афродизиак для него. Ноты: бергамот, апельсин, пачули. Грузинские мужчины славятся своей страстью и сексуальностью. Они щедро одаривают женщин комплиментами и подарками. Аромат помогает мужчине расслабиться, придает уверенности в своих силах, усиливает чувственность и влечение, раскрепощает, способствует проявлению нежности и взаимопониманию, побуждает фантазию. Идеально подходит для ситуаций, когда хочется добавить перчинку в отношения. Все ароматы серии Aromatherapy созданы нами с любовью,из эфирных масел высокого качества и имеют ароматерапевтический эффект. Они дарят совершенно новые ощущения, помогают насладиться глубиной и атмосферой массажа. Выбирайте аромат по настроению. С помощью свечей массаж станет приятным ритуалом для вас и ваших близких. Время горения: свеча 50мл - до 15 часов Срок годности: 24 месяца Срок годности после вскрытия: 12 месяцев"
https://smorodinacosmetic.com/catalog/novinki/toner-dlya-litsa-anti-acne-s-tsinkom-aloe-i-ekstraktom-granata-new/,"Тонер для лица ""Anti -Acne"" с цинком и гранатом ",1490,"применение Нанесите тонер на слегка влажную очищенную кожу лица и шеи мягкими похлопывающими движениями с помощью подушечек пальцев или ватного диска. Равномерно распределите по массажным линиям, дождитесь впитывания и нанесите последующие этапы ухода. Встряхните перед использованием. Противопоказания: индивидуальная непереносимость компонентов в составе. Условия хранения: вдали от прямых солнечных лучей при температуре от +5°С до +25°С.","активные ингредиенты Ключевые ингредиенты Активный компонент Zn PCA (цинковая соль пирролидон-карбоновой кислоты) Acnesium Полный состав Aqua, Salvia Officinalis Water (гидролат шалфея), Aloe Barbadensis Leaf Juice (гель алоэ), Glycerin (растительный глицерин), Zinc PCA (цинк), Maltodextrin (патока), Punica Granatum Pericarp Extract (экстракт граната), Lactococcus Ferment Lysate (лизаты лактобактерий), Sodium Hyaluronate (низкомолекулярная гиалуроновая кислота), Xanthan Gum (натуральный загуститель), Lactic Acid (молочная кислота), Glyceryl Caprylate (со-консервант), Dehydroacetic Acid, Benzyl Alcohol (консервант для натуральной косметики).",,"описание продукта Препятствует появлению высыпаний, доказанно уменьшает жирность кожи на 30%*, снижает количество расширенных пор на 63%*, увлажняет и успокаивает кожу, восстанавливает баланс микробиома жирной и проблемной кожи Тонер для лица — второй шаг после очищения! Подходит для ежедневного использования. Он эффективно выравнивает кислотно-щелочной баланс кожи после умывания и усиливает эффективность последующих этапов ухода. Как и за счет чего работают натуральные ингредиенты: СНИЖАЕТ ВЫРАБОТКУ СЕБУМА: Цинковая соль пирролидон карбоновой кислоты (Zinc PCA) нормализует работу сальных желез, сдерживает рост бактерий, которые являются причиной формирования угрей и комедонов, укрепляет естественный иммунитет кожи. УМЕНЬШАЕТ ВОСПАЛЕНИЯ: Экстракт граната (Acnesium®) улучшает состояние кожи с акне, снижает активность сальных желез, уменьшает действующие воспаления и предотвращает появление новых. ВОССТАНАВЛИВАЕТ КОЖУ: Сок алоэ успокаивает и увлажняет кожу, уменьшает болевые ощущения при акне. Нормализует выработку кожного себума, повышает способность кожи к самовосстановлению и обладает антиоксидантной активностью. Для лучшего эффекта рекомендуем применять тонер в комплексе с другими продуктами серии «Anti-Acne» от SMORODINA, чтобы усилить противомикробное, себорегулирующее действие и заметно улучшить состояние проблемной кожи лица. Мы используем высококачественные натуральные ингредиенты для получения эффективных формул и активы без тестов на животных. ВНИМАНИЕ! Тонер упакован во флакон из усиленного стекла без коробки (программа категоричного отказа от вторичной упаковки помогает нашему бренду не производить картонных отходов эквивалентно 1000 живым деревьям в год)! *Клинически подтверждено исследованиями ФБУ РОСТЕСТ-МОСКВА Срок годности: 24 месяца Срок годности после вскрытия: 8 месяцев"
https://smorodinacosmetic.com/catalog/face/prodykty-v-prezhnem-dyzayne/krem-moisturizing-uvlazhnyayushchiy/,"Крем ""MOISTURIZING""  увлажняющий old",973,применение Нанести крем на тщательно очищенную кожу по массажным линиям (1-2 нажатия дозатора). Наилучшее впитывание происходит после глубокого очищения кожи с помощью энзимного умывания или скраба-пудры SMORODINA. Противопоказания: индивидуальная непереносимость компонентов в составе. Условия хранения: вдали от прямых солнечных лучей при температуре от +5°С до +25°С.,"активные ингредиенты Ключевые ингредиенты Масло муса (кожуры банана) Фитостеролы абиссинской горчицы Компоненты натурального увлажняющего фактора Протеины ржи Экстракт донника Экстракт водорослей Полный состав Аqua*, Lavender Flower Water (гидролат лаванды)*, Oenothera Biennis Oil (масло примулы вечерней)*, Simmondsia chinensis seed oil (масло жожоба)*, Argania spinosa seed oil (масло арганы)*, Musa Acuminata Extract (and) Vegetable Oil (масло муса)**, Butyrospermum Parkii oil (масло ши)*, Coco-Caprylate*, Cetearyl Alcohol*, Cetearyl Olivate*, Sorbitan Olivate (эмульгатор)**, Crambe Abyssinica Seed Oil Phytosterol Esters (фитостеролы горчицы)**, Aqua (and) Cerebroside (and) Cerebroside sulfat (and) Sphingomieline (and) Phospholipides (and) Cholesterine (гликосфинголипиды)*, Glycerin (and) Urea (and) Saccharide Hydrolysate (and) Magnesium Aspartate (and) Glycine (and) Alanine (компоненты НУФ)*, Algae (and) Sorbitol (and) Sodium benzoate (and) Potassium sorbate (экстракт водорослей)**, Hydrolyzed Wheat Proteins (протеины пшеницы)*, Hydrolyzed Rye Proteins (протеины ржи)*, Hydrolyzed Oat Proteins (протеины овса)*, Rosmarinus officinalis extract (экстракт розмарина)*, Avena sativa extract (экстракт овса)*, Linum usitatissimum extract (экстракт льна)*, Trigonella foenum-graecum extract (экстракт пажитника)*, Melilotus albus extract (экстракт донника)*, Taurine*, Pantenol*, Trehalose*, Xanthan gum*, Dehydroacetic Acid (and) Benzyl Alcohol (and) Water**, Lemongrass essential Oil (эфирное масло лемонграсса)*, Citrus aurantium bergamia (bergamot) essential oil (эфирное масло бергамота)*, Aniba Rosaeodora Oil (эфирное масло розового дерева)*. * - ингредиенты, разрешенные для использования в натуральной косметике **- ингредиенты, одобренные COSMOS.","упаковка стекло GL 70 дозатор-спрей PP 05 твердый + FE 40 пленка PP 05 крышка PP 05 твердый Как подготовить стеклянную тару, пластиковый дозатор-спрей, крышку и прозрачную пленку к сдаче на переработку Стеклянная тара соответствует принципам устойчивого развития Reuse & Recycle: ее можно сдать на переработку. Начни путь осознанного потребления со SMORODINA!","описание продукта Внимание! Срок годности - 19.03.2026 Увлажняющий крем ""Moisturizing"" восстанавливает баланс влаги для сухой, комбинированной и обезвоженной жирной кожи. Содержит физиологический увлажнитель кожи (натуральный увлажняющий фактор), который возвращает клеткам естественную влагоудерживающую способность и восстанавливает защитный барьер. Фитостеролы абиссинской горчицы содержат редкую эруковую кислоту и увеличивают степень гидратации кожи более чем на 60%. Гликосфинголипидный комплекс провоцирует синтез собственных церамидов. Масло муса из мякоти и кожуры бананов интенсивно питает и смягчает кожу, уменьшает выраженность пигментных пятен. Экстракты овса, льна и пажитника обладают мощными омолаживающими, питательными и регенерирующими действиями. Для комплексного результата рекомендуется наносить под крем сыворотки или гидролаты SMORODINA по типу кожи. Результат от крема накопительный. Срок годности: 24 месяца Срок годности после вскрытия: 8 месяцев"
https://smorodinacosmetic.com/catalog/face/patchi/konoplyanye-patchi-vyrezki-4-sht-refreshing/,Конопляные патчи — вырезки 4 шт оранжевые,290,"применение Правила ухода и использования: 1. Нанесите на патчи 2-3 капли геля SMORODINA, наложите на кожу вокруг глаз, 2. В течение 7-15 минут патчи будут подсыхать, следите, чтобы ткань не высохла полностью, иначе она может оставить на чувствительной коже временные следы-покраснения из-за усадки ткани при высыхании. Патчи можно сверху смачивать гелем для более длительного ношения, 3. После снятия аккуратно промойте ткань теплой водой, не скручивая ее при отжиме и не деформируя форму, 4. Сушите патчи в расправленном виде на внутренней крышке кейса или чистой ткани, 5. Хранить патчи рекомендуется в закрытом кейсе, во избежания загрязнения.","активные ингредиенты Полный состав Состав: ткань из 100% конопли. Конопляная ткань обладает максимально удобными свойствами для использования в качестве многоразовых патчей: она достаточно тонкая (что значительно снижает расход геля и увеличивает время выдерживания патчей), не сползает, не деформируется и не садится (при уходе по инструкции), минимально подвержена распущению среза со временем, по сравнению с другими видами натуральных тканей.","упаковка бумага PAP 22 этикетка PP 05 Как подготовить крафтовую упаковку к сдаче на переработку Бумажная упаковка соответствует принципам устойчивого развития Reuse & Recycle: ее можно сдать на переработку, а также использовать повторно! Начни путь осознанного потребления со SMORODINA!","описание продукта Многоразовые тканевые патчи из 100% конопли предназначены для нанесения геля для кожи вокруг глаз SMORODINA. Патчи в крафтовом пакете отличаются только цветом этикетки, чтобы вы смогли собрать красивый комплект. Край патчей обработан специальными срезом, который предотвращает распускание (частичное распускание возможно при деформации ткани). Крафтовый пакет содержит: 4 патча для нижнего века из 100% конопли. Для безопасного хранения, удобной сушки и возможности брать патчи с собой рекомендуем приобрести Кейс для патчей SMORODINA."
https://smorodinacosmetic.com/catalog/aksessuary-/eko-sumka-iz-organicheskogo-khlopka-persikovaya/,Эко-сумка из органического хлопка персиковая,590,применение Используй авоську для ежедневных покупок или переноски с собой необходимых вещей ;),активные ингредиенты Полный состав Состав: 100% органический хлопок.,,"описание продукта Авоська это минималистичный стиль, это осознанность и забота о природе, являющиеся общемировыми модными трендами. Ведь каждую секунду в мире используется и выбрасывается 160 000 штук пластиковых пакетов. Почему я тебе нужна? Я модная забота о планете Я заменяю 336 пакетов в год Меня удобно брать с собой Меня комфортно носить через плечо Прослужу не один год Особенности: Длинная ручка Мелкая сетка Выдерживает до 7 кг. Стирка при температуре 30 градусов или ниже."
https://smorodinacosmetic.com/catalog/aksessuary-/brendirovannyy-mnogorazovyy-silikonovyy-stakan-ot-smorodina/,Брендированный силиконовый стакан от SmoRodina,1490,"применение Чтобы собрать стакан снимите кольцо-держатель, продавите ладонью дно внутрь, наденьте держатель через дно. Стакан можно мыть в ручную (исключая абразивные средства) и в посудомоечной машинке (желательно на верхней полке). Можно подогревать напитки в микроволновке предварительно сняв кольцо держатель.","активные ингредиенты Полный состав Пищевой силикон, полипропилен. Кольцо держатель – из пищевого полипропилена, пригодного для переработки после окончания использования. Упаковка стакана это картон без ламинации, поэтому ее можно сдать на переработку.",,"описание продукта Брендированный многоразовый силиконовый стакан от SMORODINA – это шаг навстречу к здоровью и к осознанному потреблению! Бумажные стаканы почти вытеснили пластиковые и все этому радовались, думая что бумажный стаканчик более безопасный и экологичный, но это не так, одноразовые бумажные стаканы покрыты внутри полиэтиленом при воздействии с горячими напитками начинает выделяться микропластик (также как и при контакте с пластиковым стаканом), а в мире ежегодно используются 500 миллиардов одноразовых стаканов. Для производства 2500 стаканов нужно вырубить одного дерево. Складной, легкий и герметичный. Подходит для горячих и холодных напитков. Качественный пищевой силикон. Не содержит бисфенол А. Материал не влияет на вкус продукта. Можно мыть в посудомоечной машине. На внутренней части имеется мерная шкала. Выдерживает температуру от -50 до +200 градусов. Теперь вы можете взять любимый напиток с собой не навредив своему организму и экологии!"
https://smorodinacosmetic.com/catalog/body/vygodnoe-predlozhenie/skrab-vdokhnovlyay-klubnika/,Скраб «Вдохновляй» Клубника,790,"применение Нанесите на влажную кожу, помассируйте 3-5 мин, смойте водой. Противопоказания: индивидуальная непереносимость компонентов в составе. Условия хранения: вдали от прямых солнечных лучей при температуре от +5°С до +25°С.","активные ингредиенты Полный состав Sugar* (сахар), Sea solt* (морская соль), Water*, Butyrospermum Parkii Oil* (масло ши), Cocos Nucifera Oil* (масло кокоса), Prunus dulcis oil* (масло миндаля), Prunus Armeniaca Kernel Oil* (масло абрикосовой косточки), Srtawberry powder* (сублимированная клубника), Strawberry Pits* (клубничные косточки), Glycerin* (растительный глицерин), Glyceryl Citrate* /Lactate* /Linoleate* /Oleate* (and) Polyglyceryl-4Cocoate* (and) Polyglyceryl-3 Caprate* (and) Glyceryl Caprylate* (растительный эмульгатор), Coco Caprylate/Caprate** (растительный эмолент), Xanthan Gum*, Benzyl alcohol (and) Dehydroacetic acid** (консервант), Food flavoring (пищевой ароматизатор). *- ингредиенты, разрешенные для использования в натуральной косметике, ** - ингредиенты, с органическими сертификатами.",,"описание продукта Серия FRESHBERRY  с крышесносительным ароматом Клубники. Уникальная консистенция скраба, похожая на желе, очень удобна в использовании. Сочетание растительного эмульгатора и ПАВа дают приятную молочковую пенку при смывании, оставляя кожу чистой, гладкой и шелковистой. Полифракционный состав из комплекса скрабирующих ингредиентов разных размеров и твердости позволяет достичь эффекта идеального скрабирования Экзотические скрабирующие частицы: клубничные, малиновые, вишневые косточки, корочки апельсина, кокоса и лимона, живые сублимированные ягоды и суперфуды! Роскошь для кожи! Выбирайте скраб исходя из личных вкусовых предпочтений + ориентируйтесь на степень скрабирования каждой серии. Степень скрабирования: средней интенсивности. Подходит для ежедневного использования и ухода за кожей в междепиляционный период. Срок годности: 18 месяцев Срок годности после вскрытия: 4 месяца"
https://smorodinacosmetic.com/catalog/face/patchi/gel-syvorotka-deep-hydration-glubokoe-uvlazhnenie/,Гель-сыворотка глубокое увлажнение,990,"применение Смочите патчи водой или гидролатом, нанесите 2-3 капли геля SMORODINA и равномерно распределите. Наложите на кожу вокруг глаз на 7-15 минут. Промойте патчи водой и высушите на внутренней крышке кейса в расправленном виде. Гель не требует смывания. Рекомендуется хранить гель в холодильнике минимум за 30 минут до использования. Противопоказания: индивидуальная непереносимость компонентов в составе. Условия хранения: вдали от прямых солнечных лучей при температуре от +5°С до +25°С.","активные ингредиенты Ключевые ингредиенты Гидролат василька синего Компоненты натурального увлажняющего фактора Комплекс витаминов А, E, F Кофеин Полный состав Состав/INCI: Aqua*, Flores Centaureae cyanus water (гидролат василька)*, Glicerin (растительный глицерин), Glycerin (and) Urea (and) Saccharide Hydrolysate (and) Magnesium Aspartate (and) Glycine (and) Alanine (компоненты НУФ)*, Ethyl ethers of unsaturated faty acids (Linoleic acid and Linolenic acid) (and) Retinyl Palmitat, (and) Tocopheryl Acetate (комплекс витаминов А, E, F)*, Caffeine (кофеин)*, Centaurea cyanus flowers extract (экстракт василька)*, Trigonella foenum-graecum extract (экстракт пажитника)*, Cannabis sativa extract (экстракт конопли)*, Amaranthus caudatus Extract (экстракт амаранта)*, Taurine (таурин), Trehalose (трегалоза)*, Benzyl Alcohol (and) Ethylhexylglycerin (консервант)*, Carrageenan (каррагенан)*, Cymbopogon Citratus (эфирное масло лемонграсса)*, Citrus aurantium bergamia (эфирное масло бергамота)*. * - ингредиенты, разрешенные для использования в натуральной косметике.","упаковка стекло GL 72 крышка PP 05 твердый дозатор-спрей РР 05 твердый + FE 40 этикетка PP 05 Как подготовить стеклянную тару, пластиковый дозатор-спрей и крышку к сдаче на переработку Стеклянная тара соответствует принципам устойчивого развития Reuse & Recycle: ее можно сдать на переработку, а также использовать повторно! Начни путь осознанного потребления со SMORODINA!","описание продукта Препятствует возникновению мимических морщин, придает упругость и свежесть, защищает от негативного воздействия Blue Light. Содержит активные ингредиенты: 5 аминокислот, входящих в состав натурального увлажняющего фактора кожи - обеспечивают продолжительное увлажнение, усиливают естественную влагоудерживающую способность кожи, защищает от негативного воздействия Blue Light (синего цвета) от экранов гаджетов. Комплекс витаминов A, E, F - делает кожу упругой, гладкой и эластичной. Экстракт василька - обладает противоотечным действием, снимает следы усталости и придает коже отдохнувший внешний вид. Расход сыворотки 30 мл: 20-25 процедур. Для экономичного использования рекомендуем смочить тканевые патчи водой или гидролатом перед нанесением гель-сыворотки. Срок годности: 12 месяцев Срок годности после вскрытия: 6 месяцев"
https://smorodinacosmetic.com/catalog/hair-care/refily/refil-konditsionera-dlya-kudryavykh-i-volnistykh-volos-500ml/,Рефил кондиционера для кудрявых и волнистых волос 500ml,1690,применение Применение: равномерно распределите на мокрые волосы по всей длине. Оставьте на 2-5 минут. Смойте тёплой водой. Противопоказания: индивидуальная непереносимость компонентов в составе. Условия хранения: вдали от прямых солнечных лучей при температуре от +5°С до +25°С.,"активные ингредиенты Ключевые ингредиенты Экстракт пальмарии Гидролизованные протеины кукурузы, пшеницы, сои Экстракт бурых водорослей Полный состав Состав/INCI:Aqua*, Distearoylethyl Dimonium Chloride (and) Cetearyl Alcohol**, Water (and) Palmaria Palmata Extract (and) Glycerin Vegetable* (экстракт пальмарии), Hydrolyzed Corn Protein* (and) Hydrolyzed Wheat Protein* (and) Hydrolyzed Soy Protein** (гидролизованные протеины кукурузы, пшеницы, сои), Maltodextrin (and) Biosaccharide gum-1* (увлажняющий полисахарид из бурых водорослей), Aloe Barbadensis Leaf Juice* (сок алоэ), Argania Spinosa Kernel Oil* (аргановое масло), Simmondsia Chinensis (Jojoba) Seed Oil* (масло жожоба), Guar Hydroxypropyltrimonium Chloride** (катионный гуар), Citrus Sinensis Oil*(эфирное масло апельсина), Cananga Odorata (Ylang Ylang) Oil* (эфирное масло иланг иланга), Tocopheryl Acetate* (витамин Е), Lactic Acid* (молочная кислота), Water (and) Dehydroacetic Acid (and) Benzyl Alcohol** (зеленый консервант). * — ингредиенты, разрешённые для использования в натуральной косметике, ** — сертифицировано по международному стандарту натуральной и органической косметики.","упаковка пластик / C/LDPE 90 Металлизированный дой-пак. Мы работаем над внедрением уникальных перерабатываемых и биоразлагаемых упаковок. Многослойная упаковка измельчается на мелкую фракцию, которая добавляется в качестве армирующего материала при изготовлении тротуарных плит.","описание продукта Мы за качественный натуральный уход и океаны без пластика. Осознавая свою экологическую ответственность, мы решили внедрить систему рефилов для серии жидких кондиционеров. Вы приобретаете средство в удобной упаковке и пополняете свой любимый кондиционер, а упаковку от рефила сдаете на переработку, проявляя заботу о планете. Это отличный вариант, который позволяет сэкономить — вы платите только за содержимое, без дополнительной стоимости алюминиевой баночки. Выбирая рефил кондиционера, вы помогаете планете, так как сокращаете углеродный след при доставке! Как и за счет чего работает натуральный состав кондиционера: УВЛАЖНЯЕТ ВОЛОСЫ:  комплекс растительных протеинов восстанавливает поврежденную структуру локонов, питает секущиеся кончики, защищает от потери влаги ДАРИТ КРАСИВЫЙ БЛЕСК: экстракт фукуса (полисахариды из бурых водорослей) способствует увлажнению волос по всей длине, усиливая их естественную эластичность, а экстракт пальмарии оказывает антиоксидантное действие, замедляя старение волос. Кондиционер обеспечивает легкое расчёсывание, великолепно питает тонкие пряди, придает роскошный, стойкий, воздушный объем без всякого утяжеления, как после профессиональной укладки! Примечание: Баночка с дозатором для кондиционера не входит в комплект. Для использования рефила рекомендуем сначала приобрести любой жидкий кондиционер в алюминиевой упаковке от SMORODINA. Срок годности: 24 месяца Срок годности после вскрытия: 8 месяцев"
https://smorodinacosmetic.com/catalog/face/alginate-masks/matiruyushchaya-alginatnaya-maska-s-zhemchuzhnoy-pudroy-90-g/,Матирующая альгинатная маска MATTIFYING 90 g,990,"применение Отмерьте 5 ч.л. маски и 10 ч.л. холодной (обязательно) воды, влейте воду в порошок постепенно, интенсивно помешивая, до получения консистенции густой сметаны. Быстро нанесите маску на лицо ровным слоем. оставьте на 15 - 20 минут до полного застывания. Перед снятием обильно смочите края маски водой (желательно). Смотрите видео-инструкцию по разведению альгинатной маски по ССЫЛКЕ Противопоказания: индивидуальная непереносимость компонентов в составе. Условия хранения: вдали от прямых солнечных лучей при температуре от +5°С до +25°С, хранить в сухом месте, избегать попадания влаги.","активные ингредиенты Ключевые ингредиенты Альгинаты Водорослей Витамин Е Витамин С Пудра морского жемчуга Полный состав Диатомит, альгинаты водорослей, сульфат кальция, динатрия фосфат, пудра морского жемчуга, витамин Е, витамин С. INCI: Solum diatomeae, Algin, Calcium sulfate, Disodium phosphate, Superfine Pearl Powder, Tocoferol Acetate, Citric Acid, Parfum.","упаковка алюминий ALU 41 вспененная вставка PS 06 этикетка РР 05 Алюминиевая упаковка соответствует принципам устойчивого развития Reuse & Recycle: ее можно сдать на переработку, а также использовать повторно! Например, она может стать баночкой для травяного чая. Начни путь осознанного потребления со SMORODINA!","описание продукта Заметно сужает поры и выравнивает тон, делает кожу матовой, чистой и свежей, увлажняет и восстанавливает, снимает отечность и подтягивает овал лица, способствует регенерации кожи, способствует снятию воспалений, защищает от образования пигментных пятен и отбеливает их, кожа становится заметно более упругой, матовой и шелковистой. 6-8 процедур в одной алюминиевой банке. Альгинатные маски SMORODINA отличаются своей эффективностью. Мы используем французский альгинат и натуральные активные ингредиенты в рабочих дозировках, которые позволяют решить большинство проблем с кожей и добиться видимых результатов в короткие сроки. Рекомендуется применять как самостоятельное средство, как курсовой уход (сравним с курсом альгинатных масок у косметолога), а также в сочетании с другими продуктами для лица SMORODINA, как комплексный уход. Если у вас на носу важное мероприятие или вы просто решили существенно улучшить качество кожи лица - эта маска для вас. В результате вы получите: кожу, о которой даже не мечтали, ровный тон, отсутствие сухости и высыпаний, осветление шрамов и пигментации, подтянутый овал лица. Состояние вашей кожи будет вызывать удивление и комплименты – настолько видим эффект курсового использования! Под маску можно наносить сыворотки и гидролаты SMORODINA для усиления эффекта. Смотрите видео-инструкцию по разведению альгинатной маски по ССЫЛКЕ или на VK видео . Срок годности: 36 месяцев Срок годности после вскрытия: 18 месяцев"
